"data_resultado";"genero";"fx_etaria";"total";"total_acumulado"
2020-06-11;"Feminino";"80-84";3;110
2020-06-11;"Feminino";"85-89";2;66
2020-06-11;"Feminino";"90-94";2;43
2020-06-11;"Masculino";"0-4";1;166
2020-06-11;"Masculino";"10-14";1;33
2020-06-11;"Masculino";"15-19";4;85
2020-06-11;"Masculino";"20-24";5;252
2020-06-11;"Masculino";"25-29";12;375
2020-06-11;"Masculino";"30-34";16;488
2020-06-11;"Masculino";"35-39";19;563
2020-06-11;"Masculino";"40-44";28;499
2020-06-11;"Masculino";"45-49";20;413
2020-06-11;"Masculino";"5-9";1;50
2020-06-11;"Masculino";"50-54";14;344
2020-06-11;"Masculino";"55-59";9;281
2020-06-11;"Masculino";"60-64";7;229
2020-06-11;"Masculino";"65-69";6;160
2020-06-11;"Masculino";"70-74";7;158
2020-06-11;"Masculino";"75-79";4;134
2020-06-11;"Masculino";"80-84";3;96
2020-06-11;"Masculino";"85-89";2;77
2020-06-12;"Feminino";"0-4";4;118
2020-06-12;"Feminino";"15-19";5;107
2020-06-12;"Feminino";"20-24";8;376
2020-06-12;"Feminino";"25-29";16;604
2020-06-12;"Feminino";"30-34";26;825
2020-06-12;"Feminino";"35-39";23;824
2020-06-12;"Feminino";"40-44";24;587
2020-06-12;"Feminino";"45-49";23;482
2020-06-12;"Feminino";"50-54";13;454
2020-06-12;"Feminino";"55-59";8;317
2020-06-12;"Feminino";"60-64";6;230
2020-06-12;"Feminino";"65-69";6;174
2020-06-12;"Feminino";"70-74";5;142
2020-06-12;"Feminino";"75-79";5;121
2020-06-12;"Feminino";"80-84";3;113
2020-06-12;"Feminino";"85-89";1;67
2020-06-12;"Feminino";"95-99";1;13
2020-06-12;"Masculino";"0-4";2;168
2020-06-12;"Masculino";"15-19";3;88
2020-06-12;"Masculino";"20-24";10;262
2020-06-12;"Masculino";"25-29";19;394
2020-06-12;"Masculino";"30-34";15;503
2020-06-12;"Masculino";"35-39";16;579
2020-06-12;"Masculino";"40-44";14;513
2020-06-12;"Masculino";"45-49";9;422
2020-06-12;"Masculino";"50-54";11;355
2020-06-12;"Masculino";"55-59";9;290
2020-06-12;"Masculino";"60-64";7;236
2020-06-12;"Masculino";"65-69";3;163
2020-06-12;"Masculino";"70-74";5;163
2020-06-12;"Masculino";"75-79";4;138
2020-06-12;"Masculino";"80-84";2;98
2020-06-13;"Feminino";"&gt;100";1;5
2020-06-13;"Feminino";"0-4";1;119
2020-06-13;"Feminino";"10-14";2;54
2020-06-13;"Feminino";"15-19";5;112
2020-06-13;"Feminino";"20-24";4;380
2020-06-13;"Feminino";"25-29";21;625
2020-06-13;"Feminino";"30-34";14;839
2020-06-13;"Feminino";"35-39";27;851
2020-06-13;"Feminino";"40-44";11;598
2020-06-13;"Feminino";"45-49";11;493
2020-06-13;"Feminino";"5-9";1;43
2020-06-13;"Feminino";"50-54";9;463
2020-06-13;"Feminino";"55-59";10;327
2020-06-13;"Feminino";"60-64";7;237
2020-06-13;"Feminino";"65-69";3;177
2020-06-13;"Feminino";"70-74";2;144
2020-06-13;"Feminino";"75-79";3;124
2020-06-13;"Feminino";"85-89";1;68
2020-06-13;"Masculino";"0-4";1;169
2020-06-13;"Masculino";"10-14";1;34
2020-06-13;"Masculino";"15-19";2;90
2020-06-13;"Masculino";"20-24";3;265
2020-06-13;"Masculino";"25-29";9;403
2020-06-13;"Masculino";"30-34";8;511
2020-06-13;"Masculino";"35-39";17;596
2020-06-13;"Masculino";"40-44";8;521
2020-06-13;"Masculino";"45-49";9;431
2020-06-13;"Masculino";"50-54";9;364
2020-06-13;"Masculino";"55-59";12;302
2020-06-13;"Masculino";"60-64";6;242
2020-06-13;"Masculino";"65-69";7;170
2020-06-13;"Masculino";"70-74";3;166
2020-06-13;"Masculino";"75-79";5;143
2020-06-13;"Masculino";"80-84";4;102
2020-06-13;"Masculino";"90-94";1;33
2020-06-15;"Feminino";"25-29";1;626
2020-06-15;"Feminino";"30-34";1;840
2020-06-15;"Feminino";"35-39";1;852
2020-06-15;"Feminino";"40-44";1;599
2020-06-15;"Feminino";"50-54";4;467
2020-06-15;"Feminino";"55-59";2;329
2020-06-15;"Feminino";"60-64";2;239
2020-06-15;"Feminino";"70-74";2;146
2020-06-15;"Masculino";"15-19";1;91
2020-06-15;"Masculino";"25-29";1;404
2020-06-15;"Masculino";"30-34";2;513
2020-06-15;"Masculino";"55-59";2;304
2020-06-15;"Masculino";"65-69";2;172
2020-06-15;"Masculino";"70-74";1;167
2020-06-16;"Feminino";"0-4";2;121
2020-06-16;"Feminino";"10-14";1;55
2020-06-16;"Feminino";"15-19";5;117
2020-06-16;"Feminino";"20-24";8;388
2020-06-16;"Feminino";"25-29";8;634
2020-06-16;"Feminino";"30-34";23;863
2020-06-16;"Feminino";"35-39";12;864
2020-06-16;"Feminino";"40-44";19;618
2020-06-16;"Feminino";"45-49";16;509
2020-06-16;"Feminino";"5-9";2;45
2020-06-16;"Feminino";"50-54";21;488
2020-06-16;"Feminino";"55-59";11;340
2020-06-16;"Feminino";"60-64";13;252
2020-06-16;"Feminino";"65-69";8;185
2020-06-16;"Feminino";"70-74";4;150
2020-06-16;"Feminino";"75-79";3;127
2020-06-16;"Feminino";"80-84";4;117
2020-06-16;"Feminino";"85-89";1;69
2020-06-16;"Feminino";"90-94";1;44
2020-06-16;"Masculino";"&gt;100";1;4
2020-06-16;"Masculino";"0-4";4;173
2020-06-16;"Masculino";"15-19";3;94
2020-06-16;"Masculino";"20-24";17;282
2020-06-16;"Masculino";"25-29";15;419
2020-06-16;"Masculino";"30-34";17;530
2020-06-16;"Masculino";"35-39";17;613
2020-06-16;"Masculino";"40-44";13;534
2020-06-16;"Masculino";"45-49";12;443
2020-06-16;"Masculino";"5-9";2;52
2020-06-16;"Masculino";"50-54";10;374
2020-06-16;"Masculino";"55-59";9;313
2020-06-16;"Masculino";"60-64";11;253
2020-06-16;"Masculino";"65-69";9;181
2020-06-16;"Masculino";"70-74";12;179
2020-06-16;"Masculino";"75-79";3;146
2020-06-16;"Masculino";"80-84";5;107
2020-06-16;"Masculino";"85-89";1;78
2020-06-17;"Feminino";"0-4";1;122
2020-06-17;"Feminino";"10-14";2;57
2020-06-17;"Feminino";"15-19";8;125
2020-06-17;"Feminino";"20-24";11;399
2020-06-17;"Feminino";"25-29";21;655
2020-06-17;"Feminino";"30-34";26;889
2020-06-17;"Feminino";"35-39";19;883
2020-06-17;"Feminino";"40-44";23;641
2020-06-17;"Feminino";"45-49";10;519
2020-06-17;"Feminino";"50-54";13;501
2020-06-17;"Feminino";"55-59";11;351
2020-06-17;"Feminino";"60-64";8;260
2020-06-17;"Feminino";"65-69";5;190
2020-06-17;"Feminino";"70-74";9;159
2020-06-17;"Feminino";"75-79";8;135
2020-06-17;"Feminino";"80-84";6;123
2020-06-17;"Feminino";"85-89";1;70
2020-06-17;"Feminino";"90-94";1;45
2020-06-17;"Masculino";"0-4";2;175
2020-06-17;"Masculino";"10-14";4;38
2020-06-17;"Masculino";"15-19";4;98
2020-06-17;"Masculino";"20-24";6;288
2020-06-17;"Masculino";"25-29";17;436
2020-06-17;"Masculino";"30-34";12;542
2020-06-17;"Masculino";"35-39";20;633
2020-06-17;"Masculino";"40-44";19;553
2020-06-17;"Masculino";"45-49";7;450
2020-06-17;"Masculino";"5-9";2;54
2020-06-17;"Masculino";"50-54";9;383
2020-06-17;"Masculino";"55-59";16;329
2020-06-17;"Masculino";"60-64";10;263
2020-06-17;"Masculino";"65-69";3;184
2020-06-17;"Masculino";"70-74";4;183
2020-06-17;"Masculino";"75-79";2;148
2020-06-17;"Masculino";"80-84";6;113
2020-06-17;"Masculino";"85-89";3;81
2020-06-17;"Masculino";"90-94";1;34
2020-06-18;"Feminino";"&gt;100";1;6
2020-06-18;"Feminino";"0-4";3;125
2020-06-18;"Feminino";"10-14";2;59
2020-06-18;"Feminino";"15-19";6;131
2020-06-18;"Feminino";"20-24";13;412
2020-06-18;"Feminino";"25-29";35;690
2020-06-18;"Feminino";"30-34";26;915
2020-06-18;"Feminino";"35-39";39;922
2020-06-18;"Feminino";"40-44";46;687
2020-06-18;"Feminino";"45-49";17;536
2020-06-18;"Feminino";"50-54";26;527
2020-06-18;"Feminino";"55-59";22;373
2020-06-18;"Feminino";"60-64";10;270
2020-06-18;"Feminino";"65-69";12;202
2020-06-18;"Feminino";"70-74";13;172
2020-06-18;"Feminino";"75-79";9;144
2020-06-18;"Feminino";"80-84";4;127
2020-06-18;"Feminino";"85-89";5;75
2020-06-18;"Feminino";"90-94";4;49
2020-06-18;"Feminino";"95-99";2;15
2020-06-18;"Masculino";"0-4";4;179
2020-06-18;"Masculino";"15-19";9;107
2020-06-18;"Masculino";"20-24";22;310
2020-06-18;"Masculino";"25-29";16;452
2020-06-18;"Masculino";"30-34";24;566
2020-06-18;"Masculino";"35-39";35;668
2020-06-18;"Masculino";"40-44";36;589
2020-06-18;"Masculino";"45-49";30;480
2020-06-18;"Masculino";"5-9";1;55
2020-06-18;"Masculino";"50-54";26;409
2020-06-18;"Masculino";"55-59";19;348
2020-06-18;"Masculino";"60-64";24;287
2020-06-18;"Masculino";"65-69";9;193
2020-06-18;"Masculino";"70-74";14;197
2020-06-18;"Masculino";"75-79";9;157
2020-06-18;"Masculino";"80-84";7;120
2020-06-18;"Masculino";"85-89";6;87
2020-06-18;"Masculino";"90-94";1;35
2020-06-19;"Feminino";"10-14";1;60
2020-06-19;"Feminino";"15-19";2;133
2020-06-19;"Feminino";"20-24";7;419
2020-06-19;"Feminino";"25-29";1;691
2020-06-19;"Feminino";"30-34";10;925
2020-06-19;"Feminino";"35-39";9;931
2020-06-19;"Feminino";"40-44";6;693
2020-06-19;"Feminino";"45-49";6;542
2020-06-19;"Feminino";"50-54";6;533
2020-06-19;"Feminino";"55-59";4;377
2020-06-19;"Feminino";"60-64";2;272
2020-06-19;"Feminino";"65-69";5;207
2020-06-19;"Feminino";"70-74";1;173
2020-06-19;"Feminino";"75-79";2;146
2020-06-19;"Feminino";"80-84";2;129
2020-06-19;"Feminino";"90-94";2;51
2020-06-19;"Masculino";"0-4";1;180
2020-06-19;"Masculino";"15-19";2;109
2020-06-19;"Masculino";"20-24";3;313
2020-06-19;"Masculino";"25-29";9;461
2020-06-19;"Masculino";"30-34";10;576
2020-06-19;"Masculino";"35-39";7;675
2020-06-19;"Masculino";"40-44";2;591
2020-06-19;"Masculino";"45-49";7;487
2020-06-19;"Masculino";"5-9";1;56
2020-06-19;"Masculino";"50-54";9;418
2020-06-19;"Masculino";"55-59";2;350
2020-06-19;"Masculino";"60-64";5;292
2020-06-19;"Masculino";"65-69";6;199
2020-06-19;"Masculino";"70-74";4;201
2020-06-19;"Masculino";"75-79";1;158
2020-06-19;"Masculino";"80-84";4;124
2020-06-19;"Masculino";"85-89";2;89
2020-06-20;"Feminino";"0-4";1;126
2020-06-20;"Feminino";"15-19";5;138
2020-06-20;"Feminino";"20-24";6;425
2020-06-20;"Feminino";"25-29";11;702
2020-06-20;"Feminino";"30-34";9;934
2020-06-20;"Feminino";"35-39";14;945
2020-06-20;"Feminino";"40-44";18;711
2020-06-20;"Feminino";"45-49";10;552
2020-06-20;"Feminino";"50-54";9;542
2020-06-20;"Feminino";"55-59";12;389
2020-06-20;"Feminino";"60-64";7;279
2020-06-20;"Feminino";"65-69";4;211
2020-06-20;"Feminino";"70-74";6;179
2020-06-20;"Feminino";"80-84";1;130
2020-06-20;"Feminino";"85-89";1;76
2020-06-20;"Feminino";"90-94";1;52
2020-06-20;"Masculino";"0-4";3;183
2020-06-20;"Masculino";"15-19";1;110
2020-06-20;"Masculino";"20-24";6;319
2020-06-20;"Masculino";"25-29";10;471
2020-06-20;"Masculino";"30-34";5;581
2020-06-20;"Masculino";"35-39";5;680
2020-06-20;"Masculino";"40-44";11;602
2020-06-20;"Masculino";"45-49";10;497
2020-06-20;"Masculino";"5-9";2;58
2020-06-20;"Masculino";"50-54";8;426
2020-06-20;"Masculino";"55-59";5;355
2020-06-20;"Masculino";"60-64";3;295
2020-06-20;"Masculino";"65-69";2;201
2020-06-20;"Masculino";"70-74";9;210
2020-06-20;"Masculino";"75-79";3;161
2020-06-20;"Masculino";"80-84";2;126
2020-06-20;"Masculino";"85-89";2;91
2020-06-20;"Masculino";"90-94";1;36
2020-06-21;"Feminino";"20-24";1;426
2020-06-21;"Feminino";"30-34";2;936
2020-06-21;"Feminino";"35-39";1;946
2020-06-21;"Feminino";"45-49";1;553
2020-06-21;"Feminino";"50-54";1;543
2020-06-21;"Feminino";"55-59";1;390
2020-06-21;"Masculino";"20-24";1;320
2020-06-21;"Masculino";"25-29";1;472
2020-06-21;"Masculino";"35-39";1;681
2020-06-21;"Masculino";"40-44";1;603
2020-06-21;"Masculino";"45-49";3;500
2020-06-21;"Masculino";"50-54";1;427
2020-06-21;"Masculino";"60-64";1;296
2020-06-22;"Feminino";"0-4";1;127
2020-06-22;"Feminino";"15-19";4;142
2020-06-22;"Feminino";"20-24";5;431
2020-06-22;"Feminino";"25-29";9;711
2020-06-22;"Feminino";"30-34";9;945
2020-06-22;"Feminino";"35-39";13;959
2020-06-22;"Feminino";"40-44";9;720
2020-06-22;"Feminino";"45-49";7;560
2020-06-22;"Feminino";"50-54";6;549
2020-06-22;"Feminino";"55-59";7;397
2020-06-22;"Feminino";"60-64";8;287
2020-06-22;"Feminino";"65-69";3;214
2020-06-22;"Feminino";"70-74";5;184
2020-06-22;"Feminino";"75-79";2;148
2020-06-22;"Feminino";"80-84";1;131
2020-06-22;"Feminino";"90-94";1;53
2020-06-22;"Feminino";"95-99";1;16
2020-06-22;"Masculino";"15-19";1;111
2020-06-22;"Masculino";"20-24";5;325
2020-06-22;"Masculino";"25-29";4;476
2020-06-22;"Masculino";"30-34";5;586
2020-06-22;"Masculino";"35-39";10;691
2020-06-22;"Masculino";"40-44";8;611
2020-06-22;"Masculino";"45-49";4;504
2020-06-22;"Masculino";"50-54";3;430
2020-06-22;"Masculino";"55-59";3;358
2020-06-22;"Masculino";"60-64";4;300
2020-06-22;"Masculino";"65-69";4;205
2020-06-22;"Masculino";"70-74";2;212
2020-06-22;"Masculino";"75-79";4;165
2020-06-22;"Masculino";"80-84";2;128
2020-06-22;"Masculino";"85-89";5;96
2020-06-22;"Masculino";"95-99";2;12
2020-06-23;"Feminino";"0-4";3;130
2020-06-23;"Feminino";"15-19";3;145
2020-06-23;"Feminino";"20-24";10;441
2020-06-23;"Feminino";"25-29";22;733
2020-06-23;"Feminino";"30-34";25;970
2020-06-23;"Feminino";"35-39";15;974
2020-06-23;"Feminino";"40-44";26;746
2020-06-23;"Feminino";"45-49";23;583
2020-06-23;"Feminino";"50-54";20;569
2020-06-23;"Feminino";"55-59";12;409
2020-06-23;"Feminino";"60-64";15;302
2020-06-23;"Feminino";"65-69";10;224
2020-06-23;"Feminino";"70-74";8;192
2020-06-23;"Feminino";"75-79";4;152
2020-06-23;"Feminino";"80-84";11;142
2020-06-23;"Feminino";"85-89";1;77
2020-06-23;"Masculino";"&gt;100";1;5
2020-06-23;"Masculino";"0-4";5;188
2020-06-23;"Masculino";"15-19";3;114
2020-06-23;"Masculino";"20-24";11;336
2020-06-23;"Masculino";"25-29";17;493
2020-06-23;"Masculino";"30-34";16;602
2020-06-23;"Masculino";"35-39";20;711
2020-06-23;"Masculino";"40-44";20;631
2020-06-23;"Masculino";"45-49";17;521
2020-06-23;"Masculino";"50-54";8;438
2020-06-23;"Masculino";"55-59";8;366
2020-06-23;"Masculino";"60-64";10;310
2020-06-23;"Masculino";"65-69";6;211
2020-06-23;"Masculino";"70-74";8;220
2020-06-23;"Masculino";"75-79";4;169
2020-06-23;"Masculino";"80-84";3;131
2020-06-23;"Masculino";"85-89";5;101
2020-06-23;"Masculino";"90-94";1;37
2020-06-23;"Masculino";"95-99";2;14
2020-06-24;"Feminino";"0-4";3;133
2020-06-24;"Feminino";"20-24";3;444
2020-06-24;"Feminino";"25-29";3;736
2020-06-24;"Feminino";"30-34";5;975
2020-06-24;"Feminino";"35-39";3;977
2020-06-24;"Feminino";"40-44";3;749
2020-06-24;"Feminino";"45-49";3;586
2020-06-24;"Feminino";"5-9";1;46
2020-06-24;"Feminino";"50-54";3;572
2020-06-24;"Feminino";"55-59";1;410
2020-06-24;"Feminino";"60-64";1;303
2020-06-24;"Feminino";"65-69";1;225
2020-06-24;"Feminino";"70-74";2;194
2020-06-24;"Feminino";"75-79";1;153
2020-06-24;"Feminino";"80-84";1;143
2020-06-24;"Masculino";"0-4";3;191
2020-06-24;"Masculino";"15-19";1;115
2020-06-24;"Masculino";"20-24";2;338
2020-06-24;"Masculino";"25-29";3;496
2020-06-24;"Masculino";"30-34";3;605
2020-06-24;"Masculino";"35-39";2;713
2020-06-24;"Masculino";"40-44";3;634
2020-06-24;"Masculino";"45-49";2;523
2020-06-24;"Masculino";"50-54";4;442
2020-06-24;"Masculino";"55-59";1;367
2020-06-24;"Masculino";"60-64";2;312
2020-06-24;"Masculino";"65-69";1;212
2020-06-24;"Masculino";"70-74";2;222
2020-06-24;"Masculino";"80-84";1;132
2020-06-24;"Masculino";"90-94";1;38
2020-06-25;"Feminino";"0-4";4;137
2020-06-25;"Feminino";"15-19";6;151
2020-06-25;"Feminino";"20-24";12;456
2020-06-25;"Feminino";"25-29";18;754
2020-06-25;"Feminino";"30-34";38;1013
2020-06-25;"Feminino";"35-39";25;1002
2020-06-25;"Feminino";"40-44";20;769
2020-06-25;"Feminino";"45-49";16;602
2020-06-25;"Feminino";"5-9";1;47
2020-06-25;"Feminino";"50-54";10;582
2020-06-25;"Feminino";"55-59";15;425
2020-06-25;"Feminino";"60-64";8;311
2020-06-25;"Feminino";"65-69";13;238
2020-06-25;"Feminino";"70-74";6;200
2020-06-25;"Feminino";"75-79";8;161
2020-06-25;"Feminino";"80-84";4;147
2020-06-25;"Feminino";"85-89";3;80
2020-06-25;"Feminino";"90-94";2;55
2020-06-25;"Feminino";"95-99";1;17
2020-06-25;"Masculino";"0-4";7;198
2020-06-25;"Masculino";"10-14";2;40
2020-06-25;"Masculino";"15-19";3;118
2020-06-25;"Masculino";"20-24";12;350
2020-06-25;"Masculino";"25-29";15;511
2020-06-25;"Masculino";"30-34";11;616
2020-06-25;"Masculino";"35-39";19;732
2020-06-25;"Masculino";"40-44";17;651
2020-06-25;"Masculino";"45-49";16;539
2020-06-25;"Masculino";"5-9";2;60
2020-06-25;"Masculino";"50-54";11;453
2020-06-25;"Masculino";"55-59";12;379
2020-06-25;"Masculino";"60-64";10;322
2020-06-25;"Masculino";"65-69";8;220
2020-06-25;"Masculino";"70-74";5;227
2020-06-25;"Masculino";"75-79";3;172
2020-06-25;"Masculino";"80-84";5;137
2020-06-25;"Masculino";"90-94";1;39
2020-06-25;"Masculino";"95-99";1;15
2020-06-26;"Feminino";"0-4";2;139
2020-06-26;"Feminino";"10-14";4;64
2020-06-26;"Feminino";"15-19";7;158
2020-06-26;"Feminino";"20-24";10;466
2020-06-26;"Feminino";"25-29";17;771
2020-06-26;"Feminino";"30-34";19;1032
2020-06-26;"Feminino";"35-39";22;1024
2020-06-26;"Feminino";"40-44";12;781
2020-06-26;"Feminino";"45-49";13;615
2020-06-26;"Feminino";"5-9";1;48
2020-06-26;"Feminino";"50-54";10;592
2020-06-26;"Feminino";"55-59";14;439
2020-06-26;"Feminino";"60-64";7;318
2020-06-26;"Feminino";"65-69";4;242
2020-06-26;"Feminino";"70-74";6;206
2020-06-26;"Feminino";"75-79";4;165
2020-06-26;"Feminino";"80-84";3;150
2020-06-26;"Feminino";"85-89";4;84
2020-06-26;"Feminino";"90-94";2;57
2020-06-26;"Masculino";"0-4";2;200
2020-06-26;"Masculino";"10-14";2;42
2020-06-26;"Masculino";"15-19";1;119
2020-06-26;"Masculino";"20-24";10;360
2020-06-26;"Masculino";"25-29";3;514
2020-06-26;"Masculino";"30-34";15;631
2020-06-26;"Masculino";"35-39";12;744
2020-06-26;"Masculino";"40-44";20;671
2020-06-26;"Masculino";"45-49";8;547
2020-06-26;"Masculino";"50-54";8;461
2020-06-26;"Masculino";"55-59";3;382
2020-06-26;"Masculino";"60-64";8;330
2020-06-26;"Masculino";"65-69";4;224
2020-06-26;"Masculino";"70-74";3;230
2020-06-26;"Masculino";"75-79";4;176
2020-06-26;"Masculino";"80-84";5;142
2020-06-26;"Masculino";"90-94";1;40
2020-06-27;"Feminino";"0-4";2;141
2020-06-27;"Feminino";"15-19";2;160
2020-06-27;"Feminino";"20-24";8;474
2020-06-27;"Feminino";"25-29";3;774
2020-06-27;"Feminino";"30-34";13;1045
2020-06-27;"Feminino";"35-39";6;1030
2020-06-27;"Feminino";"40-44";11;792
2020-06-27;"Feminino";"45-49";3;618
2020-06-27;"Feminino";"50-54";7;599
2020-06-27;"Feminino";"55-59";5;444
2020-06-27;"Feminino";"60-64";3;321
2020-06-27;"Feminino";"65-69";1;243
2020-06-27;"Feminino";"70-74";2;208
2020-06-27;"Feminino";"75-79";3;168
2020-06-27;"Feminino";"80-84";2;152
2020-06-27;"Masculino";"20-24";2;362
2020-06-27;"Masculino";"25-29";5;519
2020-06-27;"Masculino";"30-34";2;633
2020-06-27;"Masculino";"35-39";1;745
2020-06-27;"Masculino";"40-44";3;674
2020-06-27;"Masculino";"45-49";6;553
2020-06-27;"Masculino";"50-54";3;464
2020-06-27;"Masculino";"55-59";3;385
2020-06-27;"Masculino";"60-64";1;331
2020-06-27;"Masculino";"70-74";3;233
2020-06-27;"Masculino";"75-79";3;179
2020-06-27;"Masculino";"80-84";1;143
2020-06-27;"Masculino";"85-89";2;103
2020-06-29;"Feminino";"15-19";7;167
2020-06-29;"Feminino";"20-24";8;482
2020-06-29;"Feminino";"25-29";19;793
2020-06-29;"Feminino";"30-34";23;1068
2020-06-29;"Feminino";"35-39";24;1054
2020-06-29;"Feminino";"40-44";16;808
2020-06-29;"Feminino";"45-49";14;632
2020-06-29;"Feminino";"5-9";3;51
2020-06-29;"Feminino";"50-54";9;608
2020-06-29;"Feminino";"55-59";10;454
2020-06-29;"Feminino";"60-64";13;334
2020-06-29;"Feminino";"65-69";7;250
2020-06-29;"Feminino";"70-74";7;215
2020-06-29;"Feminino";"75-79";1;169
2020-06-29;"Feminino";"90-94";1;58
2020-06-29;"Masculino";"10-14";1;43
2020-06-29;"Masculino";"15-19";3;122
2020-06-29;"Masculino";"20-24";5;367
2020-06-29;"Masculino";"25-29";17;536
2020-06-29;"Masculino";"30-34";13;646
2020-06-29;"Masculino";"35-39";16;761
2020-06-29;"Masculino";"40-44";12;686
2020-06-29;"Masculino";"45-49";13;566
2020-06-29;"Masculino";"5-9";2;62
2020-06-29;"Masculino";"50-54";11;475
2020-06-29;"Masculino";"55-59";9;394
2020-06-29;"Masculino";"60-64";4;335
2020-06-29;"Masculino";"65-69";4;228
2020-06-29;"Masculino";"70-74";3;236
2020-06-29;"Masculino";"75-79";1;180
2020-06-29;"Masculino";"80-84";1;144
2020-06-29;"Masculino";"85-89";1;104
2020-06-29;"Masculino";"90-94";1;41
2020-06-30;"Feminino";"0-4";3;144
2020-06-30;"Feminino";"10-14";4;68
2020-06-30;"Feminino";"15-19";1;168
2020-06-30;"Feminino";"20-24";15;497
2020-06-30;"Feminino";"25-29";15;808
2020-06-30;"Feminino";"30-34";25;1093
2020-06-30;"Feminino";"35-39";28;1082
2020-06-30;"Feminino";"40-44";16;824
2020-06-30;"Feminino";"45-49";8;640
2020-06-30;"Feminino";"50-54";11;619
2020-06-30;"Feminino";"55-59";14;468
2020-06-30;"Feminino";"60-64";7;341
2020-06-30;"Feminino";"65-69";1;251
2020-06-30;"Feminino";"70-74";4;219
2020-06-30;"Feminino";"75-79";3;172
2020-06-30;"Feminino";"80-84";1;153
2020-06-30;"Feminino";"85-89";3;87
2020-06-30;"Masculino";"0-4";2;202
2020-06-30;"Masculino";"15-19";2;124
2020-06-30;"Masculino";"20-24";12;379
2020-06-30;"Masculino";"25-29";16;552
2020-06-30;"Masculino";"30-34";10;656
2020-06-30;"Masculino";"35-39";13;774
2020-06-30;"Masculino";"40-44";17;703
2020-06-30;"Masculino";"45-49";15;581
2020-06-30;"Masculino";"5-9";1;63
2020-06-30;"Masculino";"50-54";5;480
2020-06-30;"Masculino";"55-59";6;400
2020-06-30;"Masculino";"60-64";8;343
2020-06-30;"Masculino";"65-69";4;232
2020-06-30;"Masculino";"70-74";5;241
2020-06-30;"Masculino";"75-79";2;182
2020-06-30;"Masculino";"80-84";1;145
2020-06-30;"Masculino";"85-89";1;105
2020-06-30;"Masculino";"95-99";2;17
2020-07-01;"Feminino";"15-19";1;169
2020-07-01;"Feminino";"20-24";7;504
2020-07-01;"Feminino";"25-29";9;817
2020-07-01;"Feminino";"30-34";9;1102
2020-07-01;"Feminino";"35-39";10;1092
2020-07-01;"Feminino";"40-44";12;836
2020-07-01;"Feminino";"45-49";11;651
2020-07-01;"Feminino";"5-9";2;53
2020-07-01;"Feminino";"50-54";4;623
2020-07-01;"Feminino";"55-59";8;476
2020-07-01;"Feminino";"60-64";5;346
2020-07-01;"Feminino";"65-69";4;255
2020-07-01;"Feminino";"70-74";1;220
2020-07-01;"Feminino";"75-79";4;176
2020-07-01;"Feminino";"80-84";2;155
2020-07-01;"Feminino";"85-89";2;89
2020-07-01;"Feminino";"90-94";2;60
2020-07-01;"Masculino";"0-4";1;203
2020-07-01;"Masculino";"15-19";2;126
2020-07-01;"Masculino";"20-24";2;381
2020-07-01;"Masculino";"25-29";9;561
2020-07-01;"Masculino";"30-34";7;663
2020-07-01;"Masculino";"35-39";7;781
2020-07-01;"Masculino";"40-44";8;711
2020-07-01;"Masculino";"45-49";5;586
2020-07-01;"Masculino";"5-9";1;64
2020-07-01;"Masculino";"50-54";5;485
2020-07-01;"Masculino";"55-59";6;406
2020-07-01;"Masculino";"60-64";1;344
2020-07-01;"Masculino";"65-69";6;238
2020-07-01;"Masculino";"70-74";1;242
2020-07-01;"Masculino";"75-79";4;186
2020-07-01;"Masculino";"80-84";1;146
2020-07-01;"Masculino";"85-89";1;106
2020-07-02;"Feminino";"&gt;100";1;7
2020-07-02;"Feminino";"0-4";4;148
2020-07-02;"Feminino";"10-14";1;69
2020-07-02;"Feminino";"15-19";5;174
2020-07-02;"Feminino";"20-24";23;527
2020-07-02;"Feminino";"25-29";27;844
2020-07-02;"Feminino";"30-34";32;1134
2020-07-02;"Feminino";"35-39";31;1123
2020-07-02;"Feminino";"40-44";30;866
2020-07-02;"Feminino";"45-49";32;683
2020-07-02;"Feminino";"5-9";1;54
2020-07-02;"Feminino";"50-54";27;650
2020-07-02;"Feminino";"55-59";22;498
2020-07-02;"Feminino";"60-64";13;359
2020-07-02;"Feminino";"65-69";10;265
2020-07-02;"Feminino";"70-74";12;232
2020-07-02;"Feminino";"75-79";7;183
2020-07-02;"Feminino";"80-84";3;158
2020-07-02;"Feminino";"85-89";4;93
2020-07-02;"Feminino";"90-94";3;63
2020-07-02;"Feminino";"95-99";3;20
2020-07-02;"Masculino";"10-14";1;44
2020-07-02;"Masculino";"15-19";6;132
2020-07-02;"Masculino";"20-24";13;394
2020-07-02;"Masculino";"25-29";25;586
2020-07-02;"Masculino";"30-34";29;692
2020-07-02;"Masculino";"35-39";29;810
2020-07-02;"Masculino";"40-44";29;740
2020-07-02;"Masculino";"45-49";15;601
2020-07-02;"Masculino";"5-9";1;65
2020-07-02;"Masculino";"50-54";15;500
2020-07-02;"Masculino";"55-59";15;421
2020-07-02;"Masculino";"60-64";15;359
2020-07-02;"Masculino";"65-69";9;247
2020-07-02;"Masculino";"70-74";9;251
2020-07-02;"Masculino";"75-79";9;195
2020-07-02;"Masculino";"80-84";11;157
