"data_resultado";"genero";"fx_etaria";"total";"total_acumulado"
2020-07-11;"Masculino";"30-34";14;351
2020-07-11;"Masculino";"35-39";10;456
2020-07-11;"Masculino";"40-44";9;413
2020-07-11;"Masculino";"45-49";6;381
2020-07-11;"Masculino";"50-54";12;299
2020-07-11;"Masculino";"55-59";9;255
2020-07-11;"Masculino";"60-64";6;238
2020-07-11;"Masculino";"65-69";5;150
2020-07-11;"Masculino";"70-74";6;163
2020-07-11;"Masculino";"75-79";4;89
2020-07-11;"Masculino";"80-84";3;84
2020-07-11;"Masculino";"85-89";1;71
2020-07-13;"Feminino";"20-24";1;218
2020-07-13;"Feminino";"25-29";5;338
2020-07-13;"Feminino";"30-34";4;476
2020-07-13;"Feminino";"35-39";3;507
2020-07-13;"Feminino";"40-44";1;413
2020-07-13;"Feminino";"45-49";5;356
2020-07-13;"Feminino";"50-54";5;327
2020-07-13;"Feminino";"55-59";3;294
2020-07-13;"Feminino";"60-64";2;223
2020-07-13;"Feminino";"65-69";2;164
2020-07-13;"Feminino";"70-74";2;153
2020-07-13;"Feminino";"85-89";1;46
2020-07-13;"Feminino";"95-99";1;7
2020-07-13;"Masculino";"15-19";1;49
2020-07-13;"Masculino";"20-24";6;200
2020-07-13;"Masculino";"25-29";1;290
2020-07-13;"Masculino";"30-34";3;354
2020-07-13;"Masculino";"35-39";4;460
2020-07-13;"Masculino";"40-44";2;415
2020-07-13;"Masculino";"50-54";1;300
2020-07-13;"Masculino";"55-59";2;257
2020-07-13;"Masculino";"60-64";2;240
2020-07-13;"Masculino";"65-69";1;151
2020-07-13;"Masculino";"75-79";1;90
2020-07-13;"Masculino";"85-89";1;72
2020-07-13;"Masculino";"90-94";3;24
